//############################################################
//# -- X6 MUONLINE SERVER EMULATOR
//# -- www.igcn.mu
//# -- www.muemu.pl
//# -- (C) 2017 IGC-Network | MUEMU (R)
//# ----------------------------------------------------------
//# -- File is a part of MUEMU MuOnline Server files.
//############################################################

// To assign drop section (4-29) to specified levels refer to IGC_DoppelGanger_Event_Info.dat

// -- Expressed as n/1000000 ---------------------------------------------
// =======================================================================
//	SkillRate	LuckRate	AddOptionRate	ExcItemRate		Description
// =======================================================================
// -----------------------------------------------------------------------
0 // DO NOT REMOVE SECTION NUMBER
	700000		100000		120000			40000			// section 4
	700000		100000		100000			40000			// section 5
	700000		100000		50000			40000			// section 6
	700000		100000		10000			40000			// section 7
	700000		100000		120000			50000			// section 8
	700000		100000		100000			50000			// section 9
	700000		100000		50000			50000			// section 10
	700000		100000		10000			50000			// section 11
	0			0			0				0				// section 12
	0			0			0				0				// section 13
	0			0			0				0				// section 14
	0			0			0				0				// section 15
	0			0			0				0				// section 16
	0			0			0				0				// section 17
	0			0			0				0				// section 18
	0			0			0				0				// section 19
	0			0			0				0				// section 20
	0			0			0				0				// section 21
	0			0			0				0				// section 22
	0			0			0				0				// section 23
	0			0			0				0				// section 24
	0			0			0				0				// section 25
	0			0			0				0				// section 26
	0			0			0				0				// section 27
	0			0			0				0				// section 28
	0			0			0				0				// section 29
end


// -- Preferable decreasing values, sum of all cannot exceed 1000000 --
// ====================================================================
//	AddOptionRate per defined option range - n/1000000
// ====================================================================
1 // DO NOT REMOVE SECTION NUMBER
	850000				// +4/+5
	100000				// +8/+10
	50000				// +12/+15
	0					// +16/+20
end


// -- Preferable decreasing values, sum of all cannot exceed 1000000 --
// ====================================================================
//	ExcItemAddOptionRate per defined option range - n/1000000
//	Supports up to two options currently
// ====================================================================
2 // DO NOT REMOVE SECTION NUMBER
	950000		// Chance for item with 1 Exc Option
	50000		// Chance for item with 2 Exc Options
end


// -- Sum of all cannot exceed 1000000 --------------------------------
// ====================================================================
//	SelectedExcOptionChanceRate
// ====================================================================
3 // DO NOT REMOVE SECTION NUMBER
	100000				// Exc Option 1
	200000				// Exc Option 2
	200000				// Exc Option 3
	200000				// Exc Option 4
	200000				// Exc Option 5
	100000				// Exc Option 6
end


// ItemGroup - ItemList.xml
// ItemIndex - ItemList.xml
// MinLevel - Minimum Level of Item (0-15)
// MaxLevel - Maximum Level of Item (0-15), must be greater than MinLevel
// Skill - does the item should drop with Skill, VALUES: 0/1, if 1 then rates from section 0 applies (per section)
// Luck - does the item should drop with Luck, VALUES: 0/1, if 1 then rates from section 0 applies (per section)
// AddOption - does the item should drop with options (0-16), VALUES: 0/1, if 1 then rates from section 0 applies (per section)
// Rates for specified Option Ranges are specified in section 1
// ExcItemFlag - does the item should drop as Excellent, VALUES: 0/1, if 1 then rates from section 0 applies (per section)
// Rates for specified Exc Options and its counts specified in sections 2 and 3


// -- Final Chest (1) - Level 10-90 -----------------------------------------------------------------------------------
// ====================================================================================================================
//	ItemGroup	ItemIndex	MinLevel	MaxLevel	Skill		Luck		AddOption	ExcItemFlag		Description	
// ====================================================================================================================
// --------------------------------------------------------------------------------------------------------------------
4 // DO NOT REMOVE SECTION NUMBER
	0			5			0			7			1			1			1			1				// 
	5			3			0			7			1			1			1			1				// 
	5			4			0			7			1			1			1			1				// 
	4			4			0			7			1			1			1			1				// 
	2			10			0			7			1			1			1			1				// 
	5			15			0			7			1			1			1			1				// 
end		


// -- Final Chest (1) - Level 110-190 ---------------------------------------------------------------------------------
// ====================================================================================================================
//	ItemGroup	ItemIndex	MinLevel	MaxLevel	Skill		Luck		AddOption	ExcItemFlag		Description	
// ====================================================================================================================
// --------------------------------------------------------------------------------------------------------------------
5 // DO NOT REMOVE SECTION NUMBER		
	0			14			0			7			1			1			1			1				// 
	3			9			0			7			1			1			1			1				// 
	5			5			0			7			1			1			1			1				// 
	5			6			0			7			1			1			1			1				// 
	5			8			0			7			1			1			1			1				// 
	4			5			0			7			1			1			1			1				// 
	2			11			0			7			1			1			1			1				// 
	5			16			0			7			1			1			1			1				// 
end		


// -- Final Chest (1) - Level 200-290 ---------------------------------------------------------------------------------
// ====================================================================================================================
//	ItemGroup	ItemIndex	MinLevel	MaxLevel	Skill		Luck		AddOption	ExcItemFlag		Description	
// ====================================================================================================================
// --------------------------------------------------------------------------------------------------------------------
6 // DO NOT REMOVE SECTION NUMBER		
	3			10			0			7			1			1			1			1				// 
	0			16			0			7			1			1			1			1				// 
	0			17			0			7			1			1			1			1				// 
	0			18			0			7			1			1			1			1				// 
	5			9			0			7			1			1			1			1				// 
	5			11			0			7			1			1			1			1				// 
	4			16			0			7			1			1			1			1				// 
	4			17			0			7			1			1			1			1				// 
	4			19			0			7			1			1			1			1				// 
	2			12			0			7			1			1			1			1				// 
	5			17			0			7			1			1			1			1				// 
end		


// -- Final Chest (1) - Level 300-800 ---------------------------------------------------------------------------------
// ====================================================================================================================
//	ItemGroup	ItemIndex	MinLevel	MaxLevel	Skill		Luck		AddOption	ExcItemFlag		Description	
// ====================================================================================================================
// --------------------------------------------------------------------------------------------------------------------
7 // DO NOT REMOVE SECTION NUMBER		
	0			20			0			7			1			1			1			1				// 
	0			21			0			7			1			1			1			1				// 
	0			31			0			7			1			1			1			1				// 
	0			24			0			7			1			1			1			1				// 
	0			25			0			7			1			1			1			1				// 
	5			13			0			7			1			1			1			1				// 
	4			20			0			7			1			1			1			1				// 
	4			22			0			7			1			1			1			1				// 
	2			15			0			7			1			1			1			1				// 
	5			18			0			7			1			1			1			1				// 
end		


// -- Final Chest (2) - Level 10-90 -----------------------------------------------------------------------------------
// ====================================================================================================================
//	ItemGroup	ItemIndex	MinLevel	MaxLevel	Skill		Luck		AddOption	ExcItemFlag		Description	
// ====================================================================================================================
// --------------------------------------------------------------------------------------------------------------------
8 // DO NOT REMOVE SECTION NUMBER		
	7			7			0			7			1			1			1			1				// 
	8			7			0			7			1			1			1			1				// 
	9			7			0			7			1			1			1			1				// 
	10			7			0			7			1			1			1			1				// 
	11			7			0			7			1			1			1			1				// 
	7			8			0			7			1			1			1			1				// 
	8			8			0			7			1			1			1			1				// 
	9			8			0			7			1			1			1			1				// 
	10			8			0			7			1			1			1			1				// 
	11			8			0			7			1			1			1			1				// 
	7			13			0			7			1			1			1			1				// 
	8			13			0			7			1			1			1			1				// 
