//############################################################
//# -- X6 MUONLINE SERVER EMULATOR
//# -- www.igcn.mu
//# -- www.muemu.pl
//# -- (C) 2017 IGC-Network | MUEMU (R)
//# ----------------------------------------------------------
//# -- File is a part of MUEMU MuOnline Server files.
//############################################################


// ====================================
// LevelIndex	MiniLevel	MaxLevel
// ====================================
// ------------------------------------
0 // DO NOT REMOVE SECTION NUMBER
	0			1			100
	1			101			200
	2			201			300
	3			301			400
	4			401			800
	//5
	//6
	//7
	//8
	//9
end

// LevelIndex - an index of levels range from section 0
// ItemGroup - item group (refer to \Data\Items\ItemList.xml)
// ItemIndex - item index (refer to \Data\Items\ItemList.xml)
// MinLevel - Minimum level of item to drop
// MaxLevel- Maximum level of item to drop
// Skill - 0: no skill, -1: with skill, 1: random: 50/50% chance
// Luck - 0: no Luck, -1: with Luck, 1: random: 50/50% chance
// Option - 0: no Option, -1: with Option, 1: random: 50/50% chance
// ExOption - Allow exc option, values: 0/1 (refer to section 4)
// isSetItem - Values 0: no Ancient, 1: Ancient Level 1, 2: Ancient Level 2
// DropRate - drop rate of item, maximum total rates per section cannot be greater than 1,000,000

// -- 1~100 --- n/1000000 - e.g. 10000 = 1% chance - sum of all rates per section must be equal to 1000000 ----------------------------------------------- 
// =======================================================================================================================================================
// LevelIndex	ItemGroup	ItemIndex	MinLevel	MaxLevel	Skill	LuckOption	AddOption	ExOption	IsSetItem	DropRate	Description
// =======================================================================================================================================================
// -------------------------------------------------------------------------------------------------------------------------------------------------------
1 // DO NOT REMOVE SECTION NUMBER
// Jewellery
	0			12			30			0			0			1		1			1			1			0			1			// 
	0			12			31			0			0			1		1			1			1			0			2			// 
	0			14			13			0			0			1		1			1			1			0			1000		// 
	0			14			16			0			0			1		1			1			1			0			1500		// 
	0			14			14			0			0			1		1			1			1			0			2000		// 
	0			14			22			0			0			1		1			1			1			0			2500		// 
	0			12			15			0			0			1		1			1			1			0			3000		// 
// Swords
	0			0			14			0			0			1		1			1			1			0			1990		// 
	0			0			13			0			0			1		1			1			1			0			2200		// 
	0			0			5			0			0			1		1			1			1			0			3400		// 
	0			0			15			0			0			1		1			1			1			0			4600		// 
	0			0			6			0			0			1		1			1			1			0			4800		// 
	0			0			7			0			0			1		1			1			1			0			4000		// 
	0			0			8			0			0			1		1			1			1			0			4200		// 
	0			0			9			0			0			1		1			1			1			0			5300		// 
	0			0			10			0			0			1		1			1			1			0			5200		// 
	0			0			11			0			0			1		1			1			1			0			5100		// 
	0			0			12			0			0			1		1			1			1			0			5000		// 
// Axes
	0			1			5			0			0			1		1			1			1			0			5110		// 
	0			1			6			0			0			1		1			1			1			0			5210		// 
	0			1			7			0			0			1		1			1			1			0			6410		// 
	0			1			8			0			0			1		1			1			1			0			6310		// 
// Maces
	0			2			4			0			0			1		1			1			1			0			6110		// 
	0			2			3			0			0			1		1			1			1			0			6210		// 
// Spears
	0			3			9			0			0			1		1			1			1			0			6100		// 
	0			3			8			0			0			1		1			1			1			0			6200		// 
// Shields
	0			6			13			0			0			1		1			1			1			0			8000		// 
	0			6			14			0			0			1		1			1			1			0			8200		// 
	0			6			5			0			0			1		1			1			1			0			8400		// 
	0			6			16			0			0			1		1			1			1			0			8600		// 
	0			6			3			0			0			1		1			1			1			0			8800		// 
	0			6			0			0			0			1		1			1			1			0			9779		// 
	0			6			4			0			0			1		1			1			1			0			11000		// 
	0			6			6			0			0			1		1			1			1			0			10900		// 
	0			6			7			0			0			1		1			1			1			0			10800		// 
	0			6			9			0			0			1		1			1			1			0			10700		// 
